# x_m,y_m,w_tr_right_m,w_tr_left_m
63.19093593,709.800109,4.783261418,5.283805046
63.36767272,712.1188203,4.815391514,5.253535678
63.54375162,714.4378199,4.848203576,5.222585617
63.71916914,716.7571097,4.881701251,5.190951232
63.89392182,719.0766915,4.911753,5.158053878
64.06800619,721.3965671,4.941539815,5.117186034
64.24141876,723.7167383,4.972022552,5.075622016
64.41415608,726.037207,5.003204854,5.033358177
64.58621466,728.3579749,5.035090364,4.990390873
64.75759103,730.679044,5.067682728,4.946716457
64.92828173,733.0004159,5.100985591,4.902331281
65.09828328,735.3220926,5.135002599,4.857231698
65.26759221,737.6440759,5.169737398,4.811414058
65.43620505,739.9663675,5.213456784,4.766975098
65.60411832,742.2889693,5.260959007,4.723265718
65.77132855,744.6118832,5.309191528,4.678827805
65.93783227,746.9351109,5.358158014,4.633657711
66.10362601,749.2586543,5.407862132,4.587751788
66.2687063,751.5825152,5.45830755,4.541106388
66.43306966,753.9066954,5.509497937,4.493717861
66.59671262,756.2311968,5.561436963,4.445582555
66.75963171,758.5560211,5.614128298,4.396696819
66.92182345,760.8811701,5.667575617,4.347057
67.08328439,763.2066458,5.720673583,4.296659445
67.24401103,765.5324499,5.768391354,4.245500499
67.40399992,767.8585843,5.816875027,4.193576506
67.56324757,770.1850507,5.866128267,4.14088381
67.72175053,772.511851,5.916154741,4.08825492
67.8795053,774.8389871,5.966958116,4.035383104
68.03650843,777.1664606,6.018542061,3.981731816
68.19275644,779.4942735,6.070910245,3.927297396
68.34824586,781.8224276,6.12406634,3.872076186
68.50297321,784.1509247,6.178014016,3.816064524
68.65693503,786.4797667,6.232756948,3.759258749
68.81012784,788.8089552,6.294164722,3.701655196
68.96254817,791.1384922,6.358307038,3.643250203
69.11419254,793.4683796,6.423256943,3.584040103
69.2650575,795.798619,6.489018126,3.52402123
69.41513955,798.1292124,6.55559428,3.463189916
69.56443524,800.4601615,6.622989097,3.401542492
69.71294108,802.7914682,6.691206271,3.339075287
69.86065361,805.1231342,6.760249499,3.275784631
70.00756936,807.4551616,6.830122477,3.21166685
70.15368716,809.7875508,6.900824569,3.146719869
70.2991454,812.1202359,6.972186156,3.081077063
70.44429905,814.4530474,7.037087012,3.0151047
70.58952176,816.7858066,7.100937894,2.949192009
70.73518718,819.118335,7.164294873,2.883728448
70.88166896,821.4504541,7.226769837,2.819103665
71.02934075,823.7819853,7.287975323,2.755692015
71.17857619,826.1127501,7.347524563,2.693893245
71.32974895,828.4425699,7.405031523,2.634102928
71.48323265,830.7712662,7.460110938,2.576711081
71.63940097,833.0986605,7.512378345,2.52210774
71.79862753,835.4245741,7.561450111,2.470682936
71.961286,837.7488286,7.604723969,2.422826693
72.12775003,840.0712454,7.641037107,2.378929021
72.29839325,842.391646,7.673016208,2.339379928
72.47358933,844.7098518,7.700281382,2.304569443
72.6537119,847.0256842,7.722453542,2.274887647
72.83913463,849.3389648,7.739154375,2.250724725
73.03023115,851.649515,7.750006291,2.232471027
73.22737512,853.9571562,7.754632358,2.220517153
73.43094019,856.26171,7.75538504,2.21525405
73.6413,858.5629976,7.757092982,2.217073135
73.85882821,860.8608407,7.751428678,2.226366438
74.08389846,863.1550606,7.738016918,2.243526768
74.31688441,865.4454789,7.71648268,2.268947904
74.55815969,867.7319169,7.686450952,2.303024822
74.80809797,870.0141962,7.647546514,2.346153939
75.06707289,872.2921381,7.599393702,2.398733402
75.33545811,874.5655642,7.541616128,2.460959778
75.61362726,876.8342959,7.473769169,2.53110631
75.90195399,879.0981546,7.383529095,2.611913125
76.20081197,881.3569618,7.282544828,2.703788532
76.51057483,883.610539,7.170431948,2.807144508
76.83161623,885.8587076,7.0468031,2.922397226
77.16430982,888.1012891,6.911267445,3.04996764
77.50902924,890.3381049,6.76343006,3.190282123
77.86614814,892.5689765,6.602891287,3.34377316
78.23604018,894.7937253,6.430733849,3.510880113
78.61907899,897.0121728,6.251663961,3.692050044
79.01563824,899.2241405,6.058656841,3.887738612
79.42609157,901.4294497,5.851288562,4.101857475
79.85081263,903.6279221,5.629126424,4.334329638
80.29017506,905.8193789,5.39172787,4.582759648
80.74455253,908.0036417,5.138639326,4.847650713
81.21431867,910.180532,4.867142927,5.12952059
81.69984713,912.3498711,4.547870319,5.428903014
82.20151158,914.5114805,4.211389944,5.746349244
82.71968564,916.6651818,3.917023901,6.079869628
83.25474298,918.8107962,3.734621172,6.378648684
83.81274188,920.9420646,3.596304301,6.606124757
84.44226099,923.0072434,3.747333443,6.64511352
85.21113704,924.933989,4.253776625,6.442105527
86.187302,926.6498559,4.713208424,6.106231652
87.43868781,928.0823983,4.925263254,5.665130288
89.02402577,929.1688039,4.997215614,5.351903795
90.9287009,929.9230525,4.996106742,4.95047017
93.1030085,930.3958629,5.08257875,4.828642606
95.49702492,930.6381828,5.297022874,4.828957078
98.0608265,930.70096,5.518717713,4.765302976
100.7444896,930.6351424,5.691037383,4.585076521
103.4980905,930.4916778,5.818007471,4.378352463
106.2717057,930.321514,5.890735295,4.216159946
109.0154114,930.1755988,5.949242052,4.067292848
111.6792839,930.10488,6.003208654,3.987653083
114.2133997,930.1603056,6.090763988,4.172052513
116.5678351,930.3928232,5.979972041,4.589217808
118.6926665,930.8533807,5.667985349,4.996326223
120.5379701,931.592926,5.292132969,5.222480518
122.0538698,932.6623531,5.100156366,5.257120851
123.2150421,934.0848305,5.25573983,5.205773997
124.0607488,935.8105934,5.731500195,4.920608993
124.6407454,937.7780275,6.308004213,4.384344476
125.0047875,939.925518,6.748217504,3.815151548
125.2026307,942.1914507,7.022636153,3.378359958
125.2840304,944.5142108,7.050292335,3.301920743
125.2923244,946.8406246,6.766769898,3.616001506
125.2396264,949.1585846,6.151570926,4.082355503
125.1285679,951.468454,5.610686513,4.547094446
124.9617785,953.7705989,5.136665835,4.955480748
124.7418876,956.0653855,4.724274013,5.310337198
124.4715245,958.3531798,4.368939169,5.61529742
124.1533189,960.6343481,4.06648306,5.873658936
123.7899,962.9092564,3.813056583,6.105906268
123.3838975,965.178271,3.605082251,6.303024358
122.9379406,967.4417578,3.44997403,6.462025763
122.4546588,969.7000831,3.345852395,6.585487635
121.9366817,971.9536129,3.277546657,6.671709188
121.3866385,974.2027135,3.242152282,6.7258537
120.8071589,976.4477509,3.23683653,6.751731845
120.2008722,978.6890912,3.258817473,6.751714917
119.5704078,980.9271007,3.305347381,6.72813767
118.9183953,983.1621454,3.370024838,6.683411753
118.247464,985.3945914,3.449434531,6.619976157
117.5602435,987.6248049,3.545241126,6.540279774
116.8593631,989.8531521,3.654741418,6.44106097
116.1474522,992.079999,3.775234477,6.329777559
115.4271405,994.3057117,3.904021866,6.209760519
114.7010572,996.5306565,4.038409333,6.083599666
113.9718318,998.7551994,4.175709626,5.953915138
113.2420938,1000.979707,4.313246108,5.818994731
112.5144727,1003.204544,4.448356822,5.682897871
111.7915978,1005.430078,4.57839871,5.551268131
111.0760986,1007.656675,4.700751637,5.426812329
110.3706046,1009.884701,4.812821906,5.312248897
109.6777451,1012.114521,4.913753412,5.205903455
109.0001498,1014.346503,5.000540813,5.094583027
108.3404479,1016.581011,5.069429642,5.001361925
107.7007742,1018.818342,5.118495897,4.928581722
107.0813553,1021.058514,5.147630938,4.876555836
106.4819577,1023.301479,5.167023902,4.845012071
105.9023477,1025.54719,5.171296258,4.833687861
105.3422921,1027.7956,5.156324468,4.839845807
104.8015571,1030.046661,5.122328743,4.853384685
104.2799094,1032.300326,5.100859089,4.886413989
103.7771155,1034.556548,5.11276399,4.938697882
103.2929417,1036.815279,5.106276203,5.010007464
102.8271547,1039.076472,5.086865726,5.070118241
102.3795209,1041.34008,5.05091154,5.127597075
101.9498068,1043.606054,4.997220931,5.203417809
101.537779,1045.874349,4.937526544,5.227945287
101.1432039,1048.144915,4.872747211,5.198306631
100.765848,1050.417706,4.802822403,5.186325245
100.4054778,1052.692675,4.783337412,5.191747433
100.0618598,1054.969774,4.748617241,5.191646929
99.73476048,1057.248956,4.746056283,5.195825349
99.42394639,1059.530173,4.727324021,5.216675111
99.12918401,1061.813378,4.730126441,5.253402609
98.85023983,1064.098524,4.753970191,5.26821793
98.58688034,1066.385563,4.762337692,5.298975959
98.33887205,1068.674448,4.755458618,5.34543615
98.10598144,1070.965131,4.733558596,5.330418079
97.88797503,1073.257565,4.716215362,5.32912162
97.6846193,1075.551703,4.72857958,5.34278871
97.49568075,1077.847498,4.726627154,5.343198166
97.32092589,1080.144901,4.710584976,5.333303444
97.1601212,1082.443865,4.693043908,5.337633524
97.01303319,1084.744344,4.71093832,5.355942821
96.87942834,1087.04629,4.715452673,5.340821051
96.75907317,1089.349655,4.706815016,5.320218718
96.65173417,1091.654391,4.717718784,5.31285531
96.55717783,1093.960453,4.752577741,5.318484598
96.47517065,1096.267792,4.775001391,5.314381244
96.40547913,1098.57636,4.785220268,5.295311276
96.34786976,1100.886111,4.848197853,5.288496309
96.30210906,1103.196997,4.918017819,5.241016439
96.2679635,1105.50897,4.976351185,5.195366485
96.24519959,1107.821984,5.051409559,5.16123704
96.23358382,1110.135991,5.116544829,5.080654031
96.2328827,1112.450943,5.170899845,4.997202682
96.24286272,1114.766794,5.214706981,4.924547882
96.26329038,1117.083495,5.344642378,4.833054608
96.29393218,1119.400999,5.468583767,4.689673858
96.3345546,1121.71926,5.5826818,4.556393183
96.38492416,1124.038229,5.687173335,4.432959881
96.44480734,1126.357859,5.782293359,4.319123695
96.51397065,1128.678103,5.868275191,4.190773608
96.59218058,1130.998914,5.947237799,4.071273203
96.67920363,1133.320243,6.055094514,3.960642726
96.7748063,1135.642044,6.154508682,3.858637737
96.87875508,1137.96427,6.245711533,3.773572025
96.99081647,1140.286872,6.328933113,3.709066615
97.11075698,1142.609804,6.404402422,3.652458058
97.23834309,1144.933018,6.47234755,3.603509116
97.3733413,1147.256466,6.532995796,3.552598081
97.51551811,1149.580102,6.586573785,3.498473445
97.66464002,1151.903878,6.633307568,3.451304216
97.82047353,1154.227747,6.673422727,3.410855876
97.98278513,1156.55166,6.707144454,3.376894634
98.15134132,1158.875572,6.734489043,3.349187337
98.3259086,1161.199434,6.744323144,3.327501391
98.50625347,1163.523199,6.748433293,3.311604688
98.69214242,1165.846819,6.747043802,3.304182095
98.88334194,1168.170248,6.740379001,3.304292928
99.07961855,1170.493438,6.728663283,3.309498699
99.28073873,1172.816341,6.712121147,3.319568634
99.48646898,1175.13891,6.690977234,3.334272147
99.6965758,1177.461098,6.665456358,3.353378814
99.91082569,1179.782858,6.635783532,3.376658333
100.1289851,1182.104141,6.602183993,3.4038805
100.3508207,1184.424901,6.56488322,3.434815187
100.5760987,1186.74509,6.524106947,3.469232325
100.8045859,1189.064661,6.482770033,3.506901883
101.0360485,1191.383566,6.439837514,3.547593863
101.2702568,1193.701758,6.3941072,3.590311195
101.507165,1196.019173,6.345637868,3.635601106
101.7469994,1198.335724,6.294204233,3.683895478
101.9900079,1200.651323,6.239553834,3.735451266
102.2364383,1202.96588,6.18143423,3.79052578
102.4865386,1205.279306,6.119592967,3.849376716
102.7405567,1207.591512,6.053777533,3.912262203
102.9987406,1209.902411,5.983735311,3.979586925
103.2613382,1212.211912,5.90921353,4.054948646
103.5285973,1214.519927,5.829959209,4.135122675
103.8007659,1216.826367,5.745719089,4.220369522
104.078092,1219.131143,5.656239564,4.310950458
104.3608235,1221.434166,5.561266606,4.407127597
104.6492082,1223.735347,5.46054568,4.50916399
104.9434941,1226.034598,5.375380368,4.617323721
105.2439291,1228.331829,5.288654016,4.731872019
105.5507612,1230.626952,5.195405019,4.853075367
105.8642383,1232.919877,5.095377372,4.981201638
106.1846082,1235.210517,4.988314208,5.091793222
106.512119,1237.498781,4.873957671,5.209826499
106.8470185,1239.784581,4.752048776,5.335584456
107.1895546,1242.067828,4.664133317,5.469339725
107.5399753,1244.348434,4.586158451,5.611366895
107.8985285,1246.626308,4.499839144,5.761170117
108.2654622,1248.901364,4.404916189,5.848797534
108.6410241,1251.17351,4.334247353,5.945495362
109.0254624,1253.44266,4.273751174,6.034717628
109.4190248,1255.708723,4.203855166,6.08835795
109.8219594,1257.971611,4.124299433,6.151881826
110.2345139,1260.231235,4.034822399,6.225564882
110.6569365,1262.487506,3.963663132,6.274736898
111.0894749,1264.740335,3.907747036,6.330824694
111.5323771,1266.989633,3.84110809,6.397897575
111.985891,1269.235312,3.76348382,6.466894385
112.4502646,1271.477282,3.687234532,6.486895346
112.9257457,1273.715455,3.605285975,6.518710789
113.4125823,1275.949742,3.511552191,6.562618572
113.9110224,1278.180053,3.48015652,6.574731581
114.4213137,1280.4063,3.466542561,6.535604212
114.9437043,1282.628394,3.448900275,6.509417418
115.4784421,1284.846247,3.473370294,6.479882231
116.025775,1287.059768,3.484680009,6.463167719
116.5859509,1289.26887,3.489698563,6.451832442
117.1592178,1291.473463,3.542945541,6.431440818
117.7458235,1293.673459,3.582215623,6.425367304
118.346016,1295.868768,3.659189031,6.381842499
118.9600432,1298.059302,3.72274814,6.285810287
119.5881531,1300.244972,3.771540216,6.202864596
120.2305935,1302.425689,3.881839061,6.129039265
120.8876124,1304.601364,3.979383989,6.070930937
121.5594576,1306.771908,4.074682412,6.022631979
122.2463772,1308.937232,4.169425416,5.952044053
122.9486191,1311.097248,4.248087651,5.897986243
123.6664311,1313.251866,4.310439896,5.852759544
124.4000611,1315.400998,4.380589754,5.81175533
125.1497572,1317.544554,4.454249224,5.788081038
125.9157673,1319.682447,4.51085614,5.729792835
126.6983391,1321.814586,4.543833094,5.649855262
127.4977208,1323.940883,4.556408427,5.588059658
128.3141601,1326.061249,4.560148904,5.544662047
129.1479051,1328.175595,4.619702177,5.460518171
129.9992036,1330.283833,4.660984389,5.389852104
130.8683036,1332.385873,4.683761643,5.338363983
131.755453,1334.481627,4.753532407,5.306310302
132.6608996,1336.571005,4.823517141,5.262358077
133.5848915,1338.653919,4.874277169,5.229099709
134.5276766,1340.73028,4.9563493,5.216048097
135.4895027,1342.799999,5.025512879,5.168545477
136.4706178,1344.862986,5.06145613,5.121017507
137.4712699,1346.919154,5.076963928,5.094432686
138.4917067,1348.968414,5.084162535,5.062797755
139.5321764,1351.010675,5.085141617,4.991276169
140.5929172,1353.045849,5.065278513,4.941392724
141.6739493,1355.073819,5.14517932,4.908833778
142.7750746,1357.094443,5.207754896,4.88463709
143.8960855,1359.107577,5.249789499,4.881866393
145.0367745,1361.113077,5.274919037,4.900399403
146.1969342,1363.110801,5.288399164,4.873881506
147.3763569,1365.100604,5.281681619,4.844902119
148.5748351,1367.082343,5.254859754,4.836777423
149.7921613,1369.055875,5.272514518,4.849392551
151.028128,1371.021056,5.296517555,4.821298805
152.2825276,1372.977742,5.300820067,4.779073932
153.5551526,1374.92579,5.302484574,4.757172539
154.8457955,1376.865057,5.327904776,4.755484403
156.1542487,1378.795398,5.333963673,4.759655029
157.4803046,1380.716671,5.320746794,4.756152131
158.8237559,1382.628731,5.324421459,4.772528268
160.1843949,1384.531436,5.318432238,4.808694882
161.5620141,1386.424642,5.293458098,4.864571645
162.9564059,1388.308205,5.279856417,4.846204231
164.3673629,1390.181981,5.307990227,4.816243013
165.7946775,1392.045828,5.317455891,4.8056196
167.2381421,1393.899601,5.308327674,4.814247913
168.6975493,1395.743157,5.323999629,4.842049649
170.1726914,1397.576353,5.325966635,4.824343215
171.6633611,1399.399045,5.309586226,4.782910224
173.1693506,1401.21109,5.322120711,4.760358495
174.6904526,1403.012343,5.359496521,4.756609603
176.2264595,1404.802662,5.378775235,4.749479748
177.7771636,1406.581903,5.381728455,4.718233793
179.3423576,1408.349923,5.385528285,4.705557914
180.9218339,1410.106577,5.371421953,4.711384995
182.5153849,1411.851722,5.339460491,4.735654768
184.1228031,1413.585215,5.359289756,4.730431378
185.7438809,1415.306913,5.390113359,4.682113844
187.3784109,1417.016671,5.40327531,4.652045638
189.0261855,1418.714347,5.398826506,4.640165879
190.6869972,1420.399796,5.489359869,4.646420245
192.3606385,1422.072875,5.563767404,4.588230683
194.0469017,1423.733441,5.62069465,4.528459541
195.7455794,1425.38135,5.645649366,4.486689161
197.456464,1427.016459,5.641477553,4.462866457
199.1793481,1428.638623,5.619969537,4.451681376
200.914024,1430.2477,5.595900177,4.408152287
202.6602843,1431.843546,5.675132818,4.382461854
204.4179214,1433.426018,5.737080531,4.374569034
206.1867277,1434.994971,5.781787945,4.360790739
207.9664958,1436.550263,5.820748242,4.285019433
209.7570181,1438.09175,5.850484301,4.227012327
211.5580871,1439.619288,5.863071333,4.186729197
213.3694953,1441.132733,5.873052069,4.164135869
215.191035,1442.631943,5.942477252,4.138369182
217.0224989,1444.116774,5.994750849,4.098019097
218.8636792,1445.587082,6.029903496,4.07532532
220.7143686,1447.042724,6.07062382,4.070265663
222.5743595,1448.483555,6.097377324,4.082823885
224.4434443,1449.909434,6.107048893,4.067158765
226.3214156,1451.320215,6.102761088,4.01299351
228.2080657,1452.715756,6.099509143,3.976508424
230.1031872,1454.095913,6.079189633,3.95768818
232.0065724,1455.460543,6.041805916,3.956523436
233.918014,1456.809501,6.022445139,3.973010878
235.8373043,1458.142645,6.060483017,4.007153268
237.7642359,1459.459831,6.081341025,4.030655027
239.6986011,1460.760915,6.085024986,3.99635757
241.6401925,1462.045754,6.071535243,3.979846379
243.5888041,1463.314207,6.040867727,3.981122879
245.5442889,1464.56625,5.993068262,4.000127327
247.5065746,1465.802004,5.928255274,4.010533482
249.4755935,1467.0216,5.950473458,4.027312405
251.4512781,1468.225169,5.969263454,4.061430797
253.4335609,1469.412841,5.971347136,4.112748686
255.4223742,1470.584748,5.956865934,4.171546714
257.4176504,1471.74102,5.925955865,4.156000529
259.419322,1472.881788,5.878747786,4.157307452
261.4273215,1474.007183,5.81536766,4.17531617
263.4415812,1475.117336,5.735936808,4.209880346
265.4620335,1476.212378,5.640572168,4.260858361
267.488611,1477.29244,5.592458951,4.28201532
269.5212459,1478.357651,5.5688269,4.317238929
271.5598708,1479.408145,5.529647029,4.368470065
273.604418,1480.44405,5.475049188,4.435570641
275.65482,1481.465498,5.405159236,4.518406465
277.7110092,1482.472621,5.34454936,4.579079071
279.7729181,1483.465548,5.293849591,4.650725109
281.840479,1484.44441,5.2282506,4.73769563
283.9136243,1485.409339,5.147876755,4.839859627
285.9922866,1486.360465,5.052849217,4.944337284
288.0763982,1487.29792,4.962957702,5.013598566
290.1658915,1488.221833,4.879095266,5.097624887
292.260699,1489.132336,4.780973851,5.196282587
294.3607532,1490.02956,4.702699434,5.309440719
296.4659863,1490.913636,4.640986774,5.361126329
298.5763309,1491.784694,4.565439905,5.425494302
300.6917193,1492.642865,4.486064582,5.503908403
302.812084,1493.488281,4.433083265,5.575949839
304.9373575,1494.321071,4.366688128,5.623581979
307.067472,1495.141367,4.287007563,5.684813657
309.2023602,1495.9493,4.208289781,5.759503813
311.3419543,1496.745001,4.174737744,5.783663746
313.4861869,1497.528599,4.128345288,5.818286812
315.6349902,1498.300228,4.069245626,5.865910489
317.7882969,1499.060016,3.997570022,5.926390659
319.9460392,1499.808095,3.926390117,5.982075518
322.1081496,1500.544596,3.877442156,6.037299237
324.2745606,1501.26965,3.816352997,6.104935293
326.4452045,1501.983387,3.74325469,6.184842158
328.6200138,1502.685939,3.658277817,6.276879869
330.7989209,1503.377436,3.561551651,6.358861791
332.9818582,1504.058009,3.465774427,6.427401467
335.1687582,1504.727789,3.441901879,6.507614703
337.3595532,1505.386907,3.406764888,6.599360684
339.5541758,1506.035494,3.360500314,6.683068118
341.7525582,1506.67368,3.303243749,6.70250136
343.954633,1507.301596,3.235129651,6.732981956
346.1603326,1507.919374,3.156291475,6.774362849
348.3695894,1508.527144,3.066861795,6.808177362
350.5823358,1509.125037,3.037946702,6.84882083
352.7985042,1509.713184,3.010911939,6.899917031
355.0180271,1510.291715,2.973765745,6.96132127
357.2408369,1510.860762,2.9280252,6.988390865
359.466866,1511.420455,2.89891861,6.987577451
361.6960468,1511.970925,2.860133242,6.996601049
363.9283118,1512.512304,2.811806583,7.015313462
366.1635934,1513.044721,2.754075423,7.039238137
368.401824,1513.568309,2.769912487,7.039328817
370.642936,1514.083196,2.777882867,7.048656663
372.8868619,1514.589516,2.776917683,7.067074316
375.1335341,1515.087398,2.773828371,7.094435275
377.3828849,1515.576973,2.762112726,7.082951809
379.6348469,1516.058372,2.757800382,7.070762201
381.8893525,1516.531726,2.762405399,7.061452276
384.146334,1516.997166,2.758793364,7.045683382
386.405724,1517.454822,2.78092221,7.038108372
388.6674547,1517.904826,2.821701456,7.038580439
390.9314587,1518.347308,2.854775785,6.994212131
393.1976684,1518.7824,2.887050946,6.925634377
395.4660162,1519.210232,2.911834339,6.864665355
397.7364344,1519.630934,2.929266451,6.811156676
400.0088557,1520.044638,3.019889921,6.764960758
402.2832123,1520.451475,3.1228709,6.725930765
404.5594367,1520.851576,3.218932199,6.631718673
406.8374613,1521.245071,3.308216645,6.540726774
409.1172185,1521.63209,3.39086638,6.456474989
411.3986409,1522.012767,3.483684783,6.369531538
413.6816607,1522.387229,3.575230808,6.255765232
415.9662104,1522.75561,3.660564553,6.148314904
418.2522224,1523.118039,3.739826693,6.047034095
420.5396292,1523.474648,3.841987793,5.951777063
422.8283632,1523.825567,3.941216639,5.862398727
425.1183568,1524.170928,4.034791614,5.778604426
427.4095425,1524.51086,4.153505941,5.700341615
429.7018525,1524.845495,4.280404036,5.62752584
431.9952195,1525.174964,4.402059843,5.536581874
434.2895758,1525.499398,4.518612992,5.413201881
436.5848538,1525.818927,4.630228407,5.294863947
438.8809859,1526.133683,4.737577522,5.181425247
441.1779046,1526.443795,4.840240221,5.072743475
443.4755424,1526.749396,4.938354565,4.968676806
445.7738315,1527.050615,5.032058302,4.869083866
448.0727045,1527.347585,5.121488902,4.773823694
450.3720938,1527.640435,5.206783578,4.67325479
452.6719317,1527.929296,5.29812743,4.571604184
454.9721508,1528.2143,5.387673633,4.473871777
457.2726834,1528.495576,5.473492552,4.379917877
459.573462,1528.773257,5.555720688,4.289603105
461.874419,1529.047473,5.63449438,4.206145939
464.1754868,1529.318354,5.709949826,4.148491032
466.4765978,1529.586032,5.782223099,4.094048295
468.7776845,1529.850638,5.856460796,4.04267935
471.0786793,1530.112302,5.93044424,3.994245988
473.3795153,1530.371153,6.001649833,3.941255583
475.680158,1530.627278,6.070158329,3.879870627
477.9806153,1530.880702,6.135993162,3.821172312
480.2808983,1531.131445,6.199175135,3.765139673
482.5810179,1531.37953,6.259725017,3.711751774
484.8809852,1531.624977,6.317663545,3.660987715
487.1808111,1531.867808,6.369089482,3.612826625
489.4805066,1532.108045,6.403088513,3.567247663
491.7800828,1532.345708,6.434542394,3.525929239
494.0795505,1532.580819,6.463471483,3.489686307
496.3789209,1532.8134,6.489896111,3.455962164
498.678205,1533.043472,6.51383659,3.424736136
500.9774136,1533.271055,6.548589577,3.39480988
503.2765578,1533.496172,6.589223069,3.356697142
505.5756486,1533.718844,6.627429929,3.321022917
507.8746971,1533.939092,6.663230666,3.28776647
510.1737141,1534.156938,6.696645764,3.256907089
512.4727107,1534.372403,6.727695685,3.228424085
514.7716979,1534.585507,6.753912673,3.209317391
517.0706867,1534.796274,6.762142235,3.202241371
519.3696881,1535.004723,6.768069482,3.197477766
521.668713,1535.210877,6.771714585,3.195006164
523.9677726,1535.414756,6.7730977,3.194806164
526.2668776,1535.616382,6.773142144,3.196857382
528.5660393,1535.815777,6.771151487,3.198538662
530.8652685,1536.012962,6.766959222,3.198842208
533.1645763,1536.207957,6.760585474,3.201336202
535.4639736,1536.400786,6.752050356,3.206000241
537.7634715,1536.591467,6.74211514,3.212813935
540.0630809,1536.780025,6.74411793,3.221756901
542.3628128,1536.966478,6.744019872,3.23280877
544.6626783,1537.15085,6.741841203,3.245949178
546.9626883,1537.33316,6.733484122,3.261157775
549.2628539,1537.513432,6.722075231,3.272851634
551.5631859,1537.691685,6.708646145,3.284976454
553.8636955,1537.867942,6.693217018,3.299108278
556.1643936,1538.042223,6.675807998,3.315226712
558.4652913,1538.21455,6.656016638,3.333311373
560.7663994,1538.384945,6.630705503,3.35334188
563.067729,1538.553429,6.603474506,3.375297862
565.3692912,1538.720022,6.574343744,3.39915895
567.6710968,1538.884747,6.54333331,3.424904781
569.9731569,1539.047625,6.510463298,3.452514997
572.2754825,1539.208677,6.475753801,3.481969241
574.5780846,1539.367924,6.439224911,3.513247163
576.8809742,1539.525389,6.40088714,3.552311117
579.1841623,1539.681091,6.360760973,3.594626694
581.4876598,1539.835053,6.318875689,3.638705814
583.7914778,1539.987296,6.275251382,3.684528193
586.0956272,1540.137842,6.22990815,3.732073546
588.4001192,1540.286711,6.182866093,3.781321587
590.7049646,1540.433925,6.134145311,3.83225203
593.0101744,1540.579505,6.083765912,3.884844587
595.3157597,1540.723474,6.031748002,3.939078968
597.6217314,1540.865851,5.989151108,3.994934885
599.9281006,1541.006658,5.948836175,4.052392043
602.2348782,1541.145918,5.906946323,4.091056378
604.5420752,1541.283651,5.863501778,4.129711759
606.8497027,1541.419878,5.818522773,4.169903346
609.1577716,1541.554621,5.772029541,4.21161069
611.4662929,1541.687901,5.724042319,4.254813342
613.7752776,1541.81974,5.67458135,4.299490851
616.0847368,1541.950158,5.625158539,4.345622766
618.3946813,1542.079178,5.591764637,4.393188635
620.7051223,1542.206821,5.556962468,4.442168004
623.0160707,1542.333108,5.520772411,4.487274559
625.3275374,1542.45806,5.483214849,4.529665063
627.6395336,1542.581698,5.444310168,4.573405564
629.9520701,1542.704045,5.404078756,4.618475546
632.2651581,1542.825122,5.362541006,4.664854488
634.5788084,1542.944949,5.319717313,4.712521868
636.8930321,1543.063548,5.275628076,4.761457165
639.2078401,1543.18094,5.230293698,4.811639854
641.5232436,1543.297148,5.183734586,4.863049407
643.8392534,1543.412191,5.146009987,4.915665297
646.1558806,1543.526093,5.107759419,4.959808977
648.4731361,1543.638873,5.068348632,4.984644118
650.791031,1543.750553,5.02779811,5.010615973
653.1095762,1543.861155,4.98612834,5.037703834
655.4287828,1543.970701,4.943359815,5.065886997
657.7486617,1544.07921,4.899513029,5.095144754
660.0692239,1544.186705,4.854608482,5.1254564
662.3904805,1544.293207,4.808666676,5.156801229
664.7124425,1544.398738,4.76170812,5.189158534
667.0351207,1544.503318,4.734807975,5.222507608
669.3585263,1544.60697,4.713291142,5.251922145
671.6826702,1544.709714,4.690828522,5.282076819
674.0075634,1544.811572,4.667440782,5.313159573
676.3332169,1544.912565,4.643148593,5.345149671
678.6596417,1545.012714,4.617972625,5.378026379
680.9868488,1545.112042,4.591933552,5.41176896
683.3148493,1545.210568,4.565052052,5.446356678
685.643654,1545.308316,4.537348802,5.481768796
687.973274,1545.405305,4.508844485,5.517984578
690.3037203,1545.501558,4.477556807,5.553286888
692.6350039,1545.597095,4.437177709,5.581948278
694.9671357,1545.691938,4.396055596,5.611347962
697.3001269,1545.786109,4.35421111,5.641465157
699.6339883,1545.879629,4.311664895,5.672279079
701.968731,1545.972519,4.268437601,5.703768947
704.3043659,1546.0648,4.22454988,5.735913977
706.6409041,1546.156494,4.180022388,5.768693387
708.9783565,1546.247622,4.135472678,5.802086394
711.3167343,1546.338206,4.098089025,5.836072214
713.6560482,1546.428266,4.060131132,5.870630066
715.9963094,1546.517825,4.021619704,5.908317199
718.3375288,1546.606903,3.982575447,5.946784215
720.6797175,1546.695523,3.943019073,5.985762034
723.0228864,1546.783705,3.902971292,6.025229887
725.3670465,1546.87147,3.862452819,6.065167004
727.7122089,1546.958841,3.821484372,6.105552617
730.0583845,1547.045837,3.78008667,6.146365955
732.4055843,1547.132482,3.737085108,6.187586249
734.7538193,1547.218796,3.688827494,6.228838945
737.1031005,1547.3048,3.640199974,6.268543975
739.4534389,1547.390516,3.591223252,6.308592683
